street_address_and_name,zipcode,city,use_code,tax_assessment_year,tax_assessment_value,year_built,lot_size,finished_square_feet,bathrooms,bedrooms,zestimate_amount,region_name,region_type
11228 Jellico Ave,91344,GRANADA HILLS,SingleFamily,2018,73e4,1957,12184,2454,2,3,775225,Granada Hills,neighborhood
536 W 109th Pl,90044,LOS ANGELES,SingleFamily,2018,180151,1926,4791,1044,2,3,402373,South Los Angeles,neighborhood
13453 Burbank Blvd,91401,Van Nuys,Apartment,2018,139794,1951,12906,4268,6,8,NA,Valley Glen,neighborhood
2463 Louella Ave,90291,VENICE,SingleFamily,2018,518290,1947,5849,1377,2,4,1517294,Venice,neighborhood
6917 Tyrone Ave,91405,VAN NUYS,SingleFamily,2018,585380,2013,7840,2e3,3,3,685110,Van Nuys,neighborhood
2103 W Silver Lake Dr,90039,LOS ANGELES,SingleFamily,2018,85124,1959,5748,231,NA,NA,NA,Silver Lake,neighborhood
947 W 48th St,90037,Los Angeles,Unknown,NA,NA,NA,NA,NA,NA,NA,532034,South Los Angeles,neighborhood
5931 Oakdale Ave,91367,WOODLAND HILLS,SingleFamily,2018,768831,1949,17783,2665,2,2,1148302,Woodland Hills,neighborhood
14544 Valerio St,91405,VAN NUYS,SingleFamily,2018,171556,1948,6755,1225,1,3,524922,Van Nuys,neighborhood
18212 Arminta St,91335,RESEDA,SingleFamily,2018,277390,1983,6537,2262,3,4,697534,Reseda,neighborhood
14143 Runnymede St,91405,VAN NUYS,SingleFamily,2018,111246,1953,7430,1486,2,2,596490,Van Nuys,neighborhood
17758 Willard St,91335,RESEDA,SingleFamily,2018,246450,1954,5873,1250,2,4,566622,Reseda,neighborhood
3844 Potomac Ave APT 08,90008,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,550,1,1,740889,Crenshaw,neighborhood
3844 Potomac Ave APT 04,90008,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,650,1,2,745497,Crenshaw,neighborhood
3844 Potomac Ave APT 14,90008,Los Angeles,Apartment,NA,NA,NA,NA,650,1,1,NA,Crenshaw,neighborhood
3844 Potomac Ave APT 4,90008,Los Angeles,Apartment,NA,NA,NA,NA,775,1,2,NA,Crenshaw,neighborhood
3844 Potomac Ave APT 15,90008,Los Angeles,Apartment,NA,NA,NA,NA,800,2,2,NA,Crenshaw,neighborhood
3844 Potomac Ave APT 16,90008,Los Angeles,Apartment,NA,NA,NA,NA,NA,1,1,NA,Crenshaw,neighborhood
3844 Potomac Ave APT 10,90008,Los Angeles,Apartment,NA,NA,NA,NA,NA,1,1,NA,Crenshaw,neighborhood
3844 Potomac Ave APT 3,90008,Los Angeles,Apartment,NA,NA,NA,NA,NA,1,1,NA,Crenshaw,neighborhood
3844 Potomac Ave APT 18,90008,Los Angeles,Apartment,NA,NA,NA,NA,NA,1,1,NA,Crenshaw,neighborhood
3844 Potomac Ave APT 9,90008,Los Angeles,Apartment,NA,NA,NA,NA,NA,1,1,NA,Crenshaw,neighborhood
3844 Potomac Ave APT 1,90008,Los Angeles,Apartment,NA,NA,NA,NA,800,1,1,NA,Crenshaw,neighborhood
1617 S Fairfax Ave,90019,LOS ANGELES,SingleFamily,2018,502777,1930,6374,1620,2,3,1328791,Pico-Robertson,neighborhood
17061 Lassen St,91325,NORTHRIDGE,SingleFamily,2018,805e3,1987,7724,2952,3,4,803621,Northridge,neighborhood
1402 E 21st St,90011,LOS ANGELES,Duplex,2018,236174,1902,5706,2183,2,4,529528,Central City,neighborhood
6639 Morse Ave,91606,NORTH HOLLYWOOD,SingleFamily,2018,258159,1950,7200,1804,2,3,718267,Valley Glen,neighborhood
6639 Sunnyslope Ave,91401,Valley Glen,SingleFamily,NA,NA,1958,5227,1663,2,3,683274,Valley Glen,neighborhood
6335 Para Way,90094,PLAYA VISTA,Condominium,2018,1499363,2011,109235,3585,5,3,2738824,Playa Vista,neighborhood
12917 Valleyheart Dr UNIT 12,91604,Los angeles,Townhouse,2018,642208,1997,20412,2463,4,3,860083,Studio City,neighborhood
12917 Rubens Ave,90066,LOS ANGELES,SingleFamily,2018,90443,1950,5627,1550,2,4,1266727,Del Rey,neighborhood
17006 Sherman Way,91406,VAN NUYS,SingleFamily,2018,530603,1952,9408,1952,2,3,700490,Lake Balboa,neighborhood
4714 Tobias Ave,91403,SHERMAN OAKS,SingleFamily,2018,451790,1945,6500,2007,2,4,1092695,Sherman Oaks,neighborhood
3720 Westfall Dr,91436,ENCINO,SingleFamily,2018,264821,1967,15937,3293,4,5,2119463,Encino,neighborhood
6237 W 5th St,90048,LOS ANGELES,SingleFamily,2018,211132,1931,6025,2054,2,3,2022972,Mid City West,neighborhood
12945 Eustace St,91331,PACOIMA,SingleFamily,2018,165624,1956,6112,1363,2,3,486824,Pacoima,neighborhood
11145 Herrick Ave,91331,PACOIMA,SingleFamily,2018,434837,1946,9601,2521,3,4,670127,Pacoima,neighborhood
11145 Herrick Ave,91331,Pacoima,SingleFamily,2018,61996,NA,15702,NA,NA,0,NA,Pacoima,neighborhood
1310 N Sycamore Ave,90028,Los Angeles,Apartment,2018,437109,NA,8028,3475,5,6,NA,Hollywood,neighborhood
6126 W 74th St,90045,LOS ANGELES,SingleFamily,2018,117291,1948,6240,1698,2,3,1192385,Westchester,neighborhood
4121 Radford Ave # QQR74534Y,91604,Studio City,MultiFamily5Plus,NA,NA,NA,NA,767,1,1,NA,Studio City,neighborhood
4121 Radford Ave # 1JJDT7WMS,91604,Studio City,MultiFamily5Plus,NA,NA,NA,NA,621,1,1,NA,Studio City,neighborhood
4121 Radford Ave # D6NCWYKN8,91604,Studio City,Apartment,NA,NA,NA,NA,767,1,1,NA,Studio City,neighborhood
4121 Radford Ave # 8ZKBDPW5V,91604,Studio City,Apartment,NA,NA,NA,NA,1014,2,2,NA,Studio City,neighborhood
4121 Radford Ave # 60DMHB1JA,91604,Studio City,Apartment,NA,NA,NA,NA,1019,2,2,NA,Studio City,neighborhood
4121 Radford Ave # K2X836KYQ,91604,Studio City,Apartment,NA,NA,NA,NA,674,1,1,NA,Studio City,neighborhood
11211 White Oak Ave,91344,GRANADA HILLS,SingleFamily,2018,178729,1961,16011,2445,3,4,848024,Granada Hills,neighborhood
4959 Barstow St,90032,LOS ANGELES,SingleFamily,2018,216703,1925,5999,800,1,2,516105,El Sereno,neighborhood
325 N Las Palmas Ave,90004,LOS ANGELES,SingleFamily,2018,4284e3,1930,12411,5279,4,6,4501582,Mid Wilshire,neighborhood
1515 5th St,91201,GLENDALE,SingleFamily,2018,396112,1924,5902,816,1,2,745753,Grandview,neighborhood
13082 Rajah St,91342,SYLMAR,SingleFamily,2018,473e3,1956,6317,1173,2,3,529460,Sylmar,neighborhood
6469 Randi Ave,91303,Woodland Hills,SingleFamily,2018,514387,1954,7405,1194,2,3,569660,Woodland Hills,neighborhood
22616 Victory Blvd,91367,WOODLAND HILLS,SingleFamily,2018,103040,1952,12381,2272,3,4,813833,Woodland Hills,neighborhood
19547 Mobile St,91335,RESEDA,SingleFamily,2018,97339,1956,6612,1584,2,4,573410,Tarzana,neighborhood
13220 Riverside Dr # 5W0N6ZPN1,91423,Sherman Oaks,MultiFamily5Plus,NA,NA,NA,NA,700,1,1,NA,Sherman Oaks,neighborhood
14268 Pierce St,91331,Arleta,SingleFamily,2018,357345,1953,6098,1711,3,5,570960,Arleta,neighborhood
3519 S Denison Ave,90731,SAN PEDRO,SingleFamily,2018,83016,1964,3771,1539,2,3,832059,San Pedro,neighborhood
3115 Berkeley Cir,90026,LOS ANGELES,SingleFamily,2018,413284,1955,5571,1551,2,3,1229968,Silver Lake,neighborhood
10577 Rochester Ave,90024,LOS ANGELES,SingleFamily,2018,167381,1928,6502,1540,2,3,2031990,Westwood,neighborhood
14915 W Navarre Way,91342,Los Angeles,SingleFamily,2018,482900,NA,NA,NA,NA,0,511489,Sylmar,neighborhood
12911 Dickens St,91604,STUDIO CITY,SingleFamily,2018,375760,1940,7205,1734,2,2,1312156,Studio City,neighborhood
6927 Fullbright Ave,91306,WINNETKA,SingleFamily,2018,438852,1953,7492,1745,3,4,591241,Winnetka,neighborhood
7409 Costello Ave,91405,VAN NUYS,SingleFamily,2018,315742,1954,5950,1644,2,4,634744,Van Nuys,neighborhood
331 W 57th St,90037,LOS ANGELES,SingleFamily,2018,298052,1914,5400,1646,NA,3,445588,Southeast Los Angeles,neighborhood
4019 Sinova St,90031,LOS ANGELES,SingleFamily,2018,276202,1940,3199,747,1,2,569816,Montecito Heights,neighborhood
2214 Glencoe Ave,90291,VENICE,SingleFamily,2018,201362,1927,5612,2367,2,3,2428575,Venice,neighborhood
10022 Marcus Ave,91042,TUJUNGA,SingleFamily,2018,10076,1921,1844,368,1,1,401095,Tujunga,neighborhood
10016 Marcus Ave # 10022,91042,Tujunga,SingleFamily,2018,2129,NA,1844,NA,NA,0,NA,Tujunga,neighborhood
17157 Cantara St,91406,VAN NUYS,SingleFamily,2018,262044,1954,7558,2116,2,4,687620,Lake Balboa,neighborhood
1615 W 183rd St,90248,GARDENA,SingleFamily,2018,162879,1967,6751,2173,3,4,766077,Harbor Gateway,neighborhood
14930 Nora Pl,91342,SYLMAR,SingleFamily,2018,380895,1959,16169,3192,2,3,782080,Sylmar,neighborhood
317 N Mathews St,90033,LOS ANGELES,MultiFamily2To4,2018,6e5,1884,8276,1084,NA,2,842932,Boyle Heights,neighborhood
22718 Cantlay St,91307,WEST HILLS,SingleFamily,2018,494700,1956,6899,1750,2,5,646284,West Hills,neighborhood
6545 Columbus Ave,91411,VAN NUYS,SingleFamily,2018,344049,1954,24829,1367,2,3,833154,Van Nuys,neighborhood
9237 Natick Ave,91343,NORTH HILLS,SingleFamily,2018,381702,1964,7549,1805,2,4,571595,North Hills,neighborhood
4618 Paula St,90032,LOS ANGELES,SingleFamily,2018,571e3,1947,6729,1787,2,3,768899,El Sereno,neighborhood
1253 W 20th St,90007,San Pedro,SingleFamily,2018,59930,1927,4999,1414,1,2,628041,San Pedro,neighborhood
116 N State St,90033,Los Angeles,Unknown,NA,NA,NA,NA,NA,NA,NA,539756,Boyle Heights,neighborhood
1000 Oneonta Dr,90065,LOS ANGELES,SingleFamily,2018,398577,1988,9015,1262,2,2,889864,Mount Washington,neighborhood
12936 Osborne St,91331,PACOIMA,SingleFamily,2018,73208,1960,8886,1233,2,3,451474,Pacoima,neighborhood
3926 Randolph Ave,90032,Los Angeles,SingleFamily,2018,58197,NA,7520,NA,NA,0,NA,El Sereno,neighborhood
9729 Odessa Ave,91343,NORTH HILLS,SingleFamily,2018,487810,1956,7840,2068,3,3,642956,Northridge,neighborhood
616 W 94th St APT 8,90044,Los Angeles,Apartment,NA,NA,NA,NA,650,1,2,NA,South Los Angeles,neighborhood
12445 Pierce St,91331,PACOIMA,SingleFamily,2018,293441,1968,7499,1788,3,5,556876,Pacoima,neighborhood
225 E 98th St,90003,LOS ANGELES,Duplex,2018,237405,1924,5362,1483,2,3,443575,Southeast Los Angeles,neighborhood
1461 E 22nd St,90011,LOS ANGELES,Duplex,2018,299902,1904,7155,2572,2,5,578867,Central City,neighborhood
14912 Blackhawk St,91345,MISSION HILLS,SingleFamily,2018,116967,1956,7033,1880,2,2,565253,Mission Hills,neighborhood
10565 Gaviota Ave,91344,GRANADA HILLS,SingleFamily,2018,64149,1956,7799,2005,2,4,650015,Granada Hills,neighborhood
5425 10th Ave,90043,LOS ANGELES,SingleFamily,2018,337788,1912,7405,1883,2,5,699837,Hyde Park,neighborhood
8763 Hazeltine Ave,91402,PANORAMA CITY,SingleFamily,2018,396097,1949,5314,1014,2,3,493821,Panorama City,neighborhood
610 S Main St APT 526,90014,Los Angeles,Apartment,NA,NA,1905,NA,787,1,0,NA,Downtown,neighborhood
5333 Allan St,90032,LOS ANGELES,SingleFamily,2018,401367,1935,9147,1675,2,3,729140,El Sereno,neighborhood
13333 Pierce St,91331,PACOIMA,SingleFamily,2018,254236,1949,8243,940,1,2,447374,Pacoima,neighborhood
5930 Echo St,90042,LOS ANGELES,SingleFamily,2018,264845,1919,5798,1569,2,3,811221,Highland Park,neighborhood
6331 Craner Ave,91606,NORTH HOLLYWOOD,SingleFamily,2018,628830,1951,6534,1786,2,3,728144,North Hollywood,neighborhood
1011 Pleasantview Ave,90291,VENICE,SingleFamily,2018,928593,1950,4356,1800,2,2,2048636,Venice,neighborhood
1928 N Marianna Ave APT 208,90032,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,541,1,1,574977,University Hills,neighborhood
1928 N Marianna Ave APT 204,90032,Los Angeles,MultiFamily2To4,NA,NA,1966,NA,541,1,1,571169,University Hills,neighborhood
1928 N Marianna Ave APT 203,90032,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,541,1,1,575852,University Hills,neighborhood
1928 N Marianna Ave APT 211,90032,Los Angeles,MultiFamily2To4,NA,NA,1966,NA,541,1,1,570507,University Hills,neighborhood
1928 N Marianna Ave APT 302,90032,Los Angeles,Condominium,NA,NA,NA,NA,541,1,1,431794,University Hills,neighborhood
1928 N Marianna Ave APT 216,90032,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,541,1,1,575340,University Hills,neighborhood
1928 N Marianna Ave APT 311,90032,Los Angeles,Apartment,NA,NA,NA,NA,541,1,1,NA,University Hills,neighborhood
1928 N Marianna Ave APT 207,90032,Los Angeles,SingleFamily,NA,NA,NA,NA,541,1,1,573150,University Hills,neighborhood
1928 N Marianna Ave APT 210,90032,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,541,1,1,575340,University Hills,neighborhood
1928 N Marianna Ave APT 212,90032,Los Angeles,SingleFamily,NA,NA,NA,NA,541,1,1,573150,University Hills,neighborhood
1928 N Marianna Ave APT 108,90032,Los Angeles,Apartment,NA,NA,NA,NA,541,1,1,NA,University Hills,neighborhood
1928 N Marianna Ave APT 107,90032,Los Angeles,Condominium,NA,NA,NA,NA,541,1,1,431316,University Hills,neighborhood
1928 N Marianna Ave APT 103,90032,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,541,1,1,575340,University Hills,neighborhood
1928 N Marianna Ave APT 102,90032,Los Angeles,MultiFamily2To4,NA,NA,1966,NA,541,1,1,570506,University Hills,neighborhood
1928 N Marianna Ave APT 306,90032,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,541,1,1,575340,University Hills,neighborhood
1928 N Marianna Ave APT 104,90032,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,541,1,1,575340,University Hills,neighborhood
1928 N Marianna Ave APT 205,90032,Los Angeles,SingleFamily,NA,NA,NA,NA,1005,2,2,612439,University Hills,neighborhood
1928 N Marianna Ave APT 215,90032,Los Angeles,SingleFamily,NA,NA,NA,NA,541,1,1,573150,University Hills,neighborhood
1928 N Marianna Ave APT 304,90032,Los Angeles,Condominium,NA,NA,NA,NA,541,1,1,431316,University Hills,neighborhood
1928 N Marianna Ave APT 214,90032,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,541,1,1,574258,University Hills,neighborhood
1928 N Marianna Ave APT 213,90032,Los Angeles,MultiFamily2To4,NA,NA,1966,NA,541,1,1,570506,University Hills,neighborhood
1928 N Marianna Ave APT 314,90032,Los Angeles,Condominium,NA,NA,NA,NA,541,1,1,431316,University Hills,neighborhood
1928 N Marianna Ave APT 303,90032,Los Angeles,SingleFamily,NA,NA,NA,NA,541,1,1,573150,University Hills,neighborhood
1928 N Marianna Ave APT 106,90032,Los Angeles,MultiFamily2To4,NA,NA,1966,NA,541,1,1,570506,University Hills,neighborhood
1928 N Marianna Ave APT 206,90032,Los Angeles,Condominium,NA,NA,NA,NA,541,1,1,431316,University Hills,neighborhood
20746 Dolorosa St,91367,WOODLAND HILLS,SingleFamily,2018,456711,1959,8565,1925,3,3,808974,Woodland Hills,neighborhood
4646 Louise Ave,91316,ENCINO,SingleFamily,2018,753282,2004,18708,4901,6,5,2943430,Encino,neighborhood
11837 N Park Ave,90066,LOS ANGELES,SingleFamily,2018,471080,1924,8437,1924,2,3,1754988,Mar Vista,neighborhood
1332 E 42nd St,90011,LOS ANGELES,MultiFamily2To4,2018,363358,1911,4966,2378,2,4,525460,Central City,neighborhood
1441 Echo Park Ave # 1441,90026,Los Angeles,MultiFamily5Plus,NA,NA,NA,NA,750,1,2,NA,Echo Park,neighborhood
2007 W 42nd Pl,90062,LOS ANGELES,SingleFamily,2018,478583,1912,5501,1206,2,3,650877,South Los Angeles,neighborhood
2009 Glyndon Ave,90291,VENICE,SingleFamily,2018,424256,1947,6370,1892,2,3,2036622,Venice,neighborhood
18317 Arminta St,91335,RESEDA,SingleFamily,2018,288425,1982,6535,2496,3,5,710432,Reseda,neighborhood
10553 Mahoney Dr,91040,SUNLAND,SingleFamily,2018,285004,1953,27490,1119,1,2,594998,Shadow Hills,neighborhood
209 3/4 N Berendo St,90004,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,600,1,1,873261,Koreatown,neighborhood
9750 Andora Ave,91311,CHATSWORTH,SingleFamily,2018,1014900,1980,16552,3795,3,4,1070859,Chatsworth,neighborhood
6515 S San Pedro St,90003,LOS ANGELES,Duplex,2018,265030,1920,5106,1400,2,2,438127,Southeast Los Angeles,neighborhood
1279 W 16th St,90731,SAN PEDRO,SingleFamily,2018,97603,1959,6510,1719,2,3,775474,San Pedro,neighborhood
127 E 51st St,90011,LOS ANGELES,Duplex,2018,30111,1924,6912,2210,2,5,525653,Southeast Los Angeles,neighborhood
5743 S Saint Andrews Pl,90062,Los Angeles,MultiFamily2To4,2018,335792,1948,6066,1923,3,4,606012,South Los Angeles,neighborhood
4860 W Sunset Blvd,90027,Los Angeles,SingleFamily,2018,968798,1923,40824,7802,4,5,NA,Hollywood,neighborhood
3509 Keystone Ave # 401,90034,Los Angeles,Condominium,NA,NA,2009,NA,1760,3,3,1027544,Palms,neighborhood
6840 Jellico Ave,91406,VAN NUYS,SingleFamily,2018,574606,1949,8060,1378,2,3,607557,Lake Balboa,neighborhood
6840 De Celis Pl APT 26,91406,Lake Balboa,SingleFamily,NA,NA,2008,NA,1821,3.5,3,664845,Lake Balboa,neighborhood
1881 W 94th Pl,90047,LOS ANGELES,SingleFamily,2018,42611,1944,5150,1036,1,3,448585,South Los Angeles,neighborhood
7934 Paso Robles Ave,91406,VAN NUYS,SingleFamily,2018,518184,1951,14641,2868,4,4,809636,Lake Balboa,neighborhood
18916 Cantara St,91335,RESEDA,SingleFamily,2018,561047,1965,7744,1836,2,4,610314,Reseda,neighborhood
8621 Paso Robles Ave,91325,Northridge,Unknown,NA,NA,1975,14374,NA,3,4,636255,Northridge,neighborhood
11000 Hayvenhurst Ave,91344,GRANADA HILLS,SingleFamily,2018,387976,1955,7710,1498,2,4,617477,Granada Hills,neighborhood
11000 Odell Ave,91040,SUNLAND,SingleFamily,2018,140256,1947,6298,750,1,1,525539,Sunland,neighborhood
7707 Fair Ave,91352,SUN VALLEY,SingleFamily,2018,451938,1947,6650,1008,1,3,492206,Sun Valley,neighborhood
112 W 55th St,90037,LOS ANGELES,SingleFamily,2018,306941,1890,5401,1776,2,3,454094,Southeast Los Angeles,neighborhood
19830 Gilmore St,91367,WOODLAND HILLS,SingleFamily,2018,83978,1954,6899,1392,2,4,573993,Woodland Hills,neighborhood
7651 Hinds Ave,91605,NORTH HOLLYWOOD,SingleFamily,2018,244317,1948,7019,1360,1,2,533301,Sun Valley,neighborhood
3511 Greensward Rd,90039,LOS ANGELES,SingleFamily,2018,586606,1924,5e3,1200,2,3,1195339,Atwater Village,neighborhood
13163 Chase St,91331,Arleta,SingleFamily,2018,393236,1954,8494,1226,2,3,535994,Arleta,neighborhood
8341 Katherine Ave,91402,PANORAMA CITY,SingleFamily,2018,72336,1949,6798,1419,2,3,520299,Panorama City,neighborhood
7624 Arcola Ave,91352,SUN VALLEY,SingleFamily,2018,381704,1950,7174,2024,2,4,853607,Sun Valley,neighborhood
6953 Topeka Dr,91335,RESEDA,SingleFamily,2018,417222,1950,6098,1132,1,3,528244,Reseda,neighborhood
6953 Wilbur Ave,91335,RESEDA,SingleFamily,2018,277933,1950,6120,1338,1,3,556712,Reseda,neighborhood
6953 Calvin Ave,91335,RESEDA,SingleFamily,2018,433846,1951,6032,1676,2,4,590892,Reseda,neighborhood
6953 Hesperia Ave,91335,RESEDA,SingleFamily,2018,273265,1950,6534,1022,1,3,513497,Reseda,neighborhood
6953 Geyser Ave,91335,RESEDA,SingleFamily,2018,284660,1940,16519,2131,3,4,727900,Reseda,neighborhood
6953 Sylvia Ave,91335,RESEDA,SingleFamily,2018,408439,1955,6969,1621,2,3,593915,Reseda,neighborhood
6953 Enfield Ave,91335,RESEDA,SingleFamily,2018,691839,1950,6611,2972,4,4,814732,Reseda,neighborhood
6953 Bertrand Ave,91335,RESEDA,SingleFamily,2018,137619,1950,6611,1036,1,2,509972,Reseda,neighborhood
6953 Encino Ave,91406,VAN NUYS,SingleFamily,2018,327920,1950,8052,909,1,2,540795,Lake Balboa,neighborhood
6953 Newcastle Ave,91335,RESEDA,SingleFamily,2018,300003,1950,6554,1614,2,2,599933,Reseda,neighborhood
459 S Hamel Rd,90048,LOS ANGELES,SingleFamily,2018,126220,1936,6504,2024,2,3,2480712,Mid City West,neighborhood
4766 Nob Hill Dr,90065,LOS ANGELES,SingleFamily,2018,324176,1938,5779,1609,2,2,934313,Mount Washington,neighborhood
6138 Yarmouth Ave,91316,ENCINO,SingleFamily,2018,210480,1951,5993,1263,2,3,705663,Encino,neighborhood
8601 International Ave UNIT 104,91304,Canoga Park,Condominium,NA,NA,1971,NA,826,1,2,280353,Canoga Park,neighborhood
18638 Ludlow St,91326,PORTER RANCH,SingleFamily,2018,501169,1958,10987,1680,2,4,710197,Northridge,neighborhood
6209 S Harvard Blvd,90047,Los Angeles,Townhouse,NA,NA,1940,NA,1e3,2,4,465268,South Los Angeles,neighborhood
1716 N Avenue 46,90041,Eagle Rock,SingleFamily,NA,NA,1914,6448,1008,1,3,841284,Eagle Rock,neighborhood
19731 Bassett St,91306,WINNETKA,SingleFamily,2018,340328,1955,6180,1239,2,3,533524,Winnetka,neighborhood
23815 Tiara St,91367,WOODLAND HILLS,SingleFamily,2018,75e4,1959,8152,2043,2,4,815255,Woodland Hills,neighborhood
5704 6th Ave,90043,LOS ANGELES,Duplex,2018,256638,1914,5401,1907,2,3,590024,Hyde Park,neighborhood
13351 Beaver St,91342,SYLMAR,SingleFamily,2018,382500,1955,5662,902,1,3,467424,Sylmar,neighborhood
205 N Alexandria Ave,90004,LOS ANGELES,SingleFamily,2018,857e3,1921,7400,1103,1,3,973257,Koreatown,neighborhood
5630 Ranchito Ave,91401,VAN NUYS,SingleFamily,2018,447077,1947,8104,1394,2,4,885620,Valley Glen,neighborhood
5630 Colbath Ave,91401,VAN NUYS,SingleFamily,2018,89696,1949,6772,1337,1,3,824957,Valley Glen,neighborhood
5630 Costello Ave,91401,VAN NUYS,SingleFamily,2018,443786,1951,8104,1676,2,3,885435,Valley Glen,neighborhood
5630 Murietta Ave,91401,VAN NUYS,SingleFamily,2018,356611,1949,8114,2289,4,4,1063876,Valley Glen,neighborhood
5630 Sunnyslope Ave,91401,VAN NUYS,SingleFamily,2018,578567,1949,5824,1180,2,3,795457,Valley Glen,neighborhood
5630 Greenbush Ave,91401,VAN NUYS,SingleFamily,2018,316079,1954,6865,1587,2,3,897298,Valley Glen,neighborhood
5630 Valley Oak Dr,90068,LOS ANGELES,SingleFamily,2018,1575600,1939,13960,2800,2,4,2672674,Hollywood Hills,neighborhood
219 E 95th St,90003,LOS ANGELES,SingleFamily,2018,35066,1965,5028,1045,1,2,389473,Southeast Los Angeles,neighborhood
12559 Havelock Ave,90066,LOS ANGELES,SingleFamily,2018,944344,1968,5584,1876,2,4,1351689,Del Rey,neighborhood
539 N Sycamore Ave,90036,Los Angeles,Apartment,NA,NA,1929,9060,1245,2,2,1624230,Mid Wilshire,neighborhood
10153 Pinewood Ave,91042,TUJUNGA,Triplex,2018,262785,1950,10770,1974,3,4,771464,Tujunga,neighborhood
19826 Needles St,91311,CHATSWORTH,SingleFamily,2018,326045,1958,7559,1425,2,3,648586,Chatsworth,neighborhood
717 N Bandini St,90731,SAN PEDRO,MultiFamily2To4,2018,31831,1939,4800,726,1,2,490796,San Pedro,neighborhood
6519 Avalon Blvd,90003,Los Angeles,MultiFamily2To4,NA,NA,1944,NA,650,2,3,440820,Southeast Los Angeles,neighborhood
22847 Elkwood St,91304,CANOGA PARK,SingleFamily,2018,262403,1957,12632,1358,2,3,679009,West Hills,neighborhood
6862 Matilija Ave,91405,VAN NUYS,SingleFamily,2018,260648,1950,7498,1450,2,3,660049,Van Nuys,neighborhood
1643 266th St,90710,HARBOR CITY,SingleFamily,2018,442272,1942,5984,1019,2,3,604320,Harbor City,neighborhood
639 W 50th St,90037,LOS ANGELES,SingleFamily,2018,40351,1910,4194,910,1,2,410351,South Los Angeles,neighborhood
4815 Sancola Ave,91601,NORTH HOLLYWOOD,SingleFamily,2018,49713,1940,5654,968,1,2,812124,Toluca Lake,neighborhood
4815 Forman Ave,91601,NORTH HOLLYWOOD,SingleFamily,2018,213859,1939,7750,1037,1,3,864450,Toluca Lake,neighborhood
4815 Cleon Ave,91601,NORTH HOLLYWOOD,Duplex,2018,172354,1929,6498,1924,2,2,1090998,North Hollywood,neighborhood
